W_mem,W_GDE,T,sigmas_MGL370,sigmas_SS316L,eps_H2,eps_O2,v_in_H2,v_in_O2,p_gas,i0_ref_O2,i0_ref_H2
7.22571e-05[m],0.000205149[m],63.0123[degC],4.29248e+07[S/m],177704[S/m],0.6903978873931683,0.6127052901588655,0.00318168[m/s],0.00331074[m/s],181545[Pa],4.4273868826016045,0.07723361931688422
3.23235e-05[m],0.000327216[m],71.5548[degC],2.44514e+07[S/m],1.2949e+06[S/m],0.6705647576742471,0.6509696947684509,0.00337988[m/s],0.00280026[m/s],6.16551e+06[Pa],4.9297758853107965,0.08792066539603152
4.15122e-05[m],0.000346146[m],45.2933[degC],9.48763e+06[S/m],126092[S/m],0.6996374317449592,0.7646700069510132,0.00412962[m/s],0.00372656[m/s],5.4308e+06[Pa],3.4780665265157205,0.05773391902451912
6.59922e-05[m],0.000577825[m],74.5405[degC],1.66872e+07[S/m],1.49151e+06[S/m],0.6100036387664677,0.6963720207286472,0.00299629[m/s],0.00418643[m/s],1.00712e+07[Pa],5.112128630723384,0.09185681121611297
5.86586e-05[m],0.000514645[m],51.1297[degC],3.54854e+06[S/m],1.12266e+06[S/m],0.6774869239526734,0.7947163330443033,0.00546329[m/s],0.00376263[m/s],8.26213e+06[Pa],3.776818366598193,0.06376510565851523
5.93387e-05[m],0.000263366[m],39.0834[degC],4.93535e+07[S/m],156094[S/m],0.7658253545168204,0.6279542922702268,0.00145411[m/s],0.0035436[m/s],7.29474e+06[Pa],3.1753448626144327,0.05173051637999775
8.94473e-05[m],0.000224978[m],40.2203[degC],2.11886e+07[S/m],466853[S/m],0.7959237011539897,0.7446201861183875,0.00206171[m/s],0.00350037[m/s],4.15899e+06[Pa],3.229597510228337,0.0527980891799764
5.70719e-05[m],0.000275084[m],34.8131[degC],3.262e+07[S/m],210330[S/m],0.6364690447855774,0.7370994555971923,0.00271004[m/s],0.00529943[m/s],1.0011e+07[Pa],2.976255880052924,0.04784538375081723
8.16555e-05[m],0.000519856[m],48.5889[degC],2.51025e+07[S/m],946574[S/m],0.6401092662618711,0.7322121389644648,0.00180216[m/s],0.00239584[m/s],6.23423e+06[Pa],3.645067994289195,0.06109275115971716
4.33958e-05[m],0.00055588[m],58.2873[degC],4.50801e+06[S/m],933534[S/m],0.7003565636875853,0.7864279807562389,0.00498207[m/s],0.00533057[m/s],7.27896e+06[Pa],4.161926156886796,0.07168494455955746
7.50756e-05[m],0.000260449[m],52.9782[degC],5.10837e+07[S/m],263437[S/m],0.7816027959451514,0.7611279652890754,0.00549894[m/s],0.00485543[m/s],325439[Pa],3.874303592633658,0.06575486752987002
3.5258e-05[m],0.000477066[m],74.2904[degC],3.6423e+06[S/m],974268[S/m],0.6106560343161725,0.7529864522493217,0.00150132[m/s],0.00249052[m/s],9.89228e+06[Pa],5.096715340465246,0.09152297653409705
5.14413e-05[m],0.000372327[m],41.9103[degC],4.50374e+07[S/m],556305[S/m],0.6003915660049703,0.6258686615014418,0.00156556[m/s],0.00544966[m/s],5.68178e+06[Pa],3.311213452973496,0.054411059469140495
8.08851e-05[m],0.000398124[m],79.8874[degC],2.59009e+07[S/m],1.39906e+06[S/m],0.6131168944607444,0.6402656264263824,0.00286851[m/s],0.00501771[m/s],245374[Pa],5.447330209957888,0.09916732273345698
6.28636e-05[m],0.000570942[m],52.7532[degC],2.55282e+07[S/m],433867[S/m],0.7979144849598632,0.7730259066393765,0.00540792[m/s],0.00462965[m/s],2.05162e+06[Pa],3.8623645391571713,0.06551062140598117
5.07436e-05[m],0.000594367[m],41.7455[degC],5.21403e+07[S/m],857497[S/m],0.6698469377239388,0.6509776438569138,0.00395007[m/s],0.0029908[m/s],5.26006e+06[Pa],3.303200299230219,0.054252330346131805
7.65396e-05[m],0.000441948[m],77.5392[degC],3.48661e+07[S/m],1.59662e+06[S/m],0.7298465880088445,0.6687421964521663,0.00444761[m/s],0.00340265[m/s],2.52565e+06[Pa],5.298757042026261,0.09591527185550565
5.71069e-05[m],0.000275577[m],68.5593[degC],9.6375e+06[S/m],1.30471e+06[S/m],0.7659157587935518,0.7472128443212919,0.00271678[m/s],0.0053925[m/s],2.18784e+06[Pa],4.750338526294153,0.08407658335265873
4.55284e-05[m],0.000212982[m],61.7344[degC],7.02555e+06[S/m],1.68468e+06[S/m],0.7313119650947747,0.7331346591243684,0.0027705[m/s],0.00397182[m/s],2.70329e+06[Pa],4.35471507760574,0.07570763883623612
5.92602e-05[m],0.000483005[m],68.8849[degC],3.78482e+07[S/m],257578[S/m],0.6143050446662801,0.7667430026522619,0.00429144[m/s],0.00446072[m/s],6.3793e+06[Pa],4.769671501090956,0.08448933815396795
8.40842e-05[m],0.000575615[m],51.2844[degC],2.16314e+07[S/m],1.43485e+06[S/m],0.6390129426190256,0.6310362444660965,0.00426535[m/s],0.00356435[m/s],6.2258e+06[Pa],3.784923823802773,0.06393014659234472
5.23316e-05[m],0.000585879[m],64.0232[degC],4.29882e+07[S/m],1.08789e+06[S/m],0.7393894034825916,0.6781614756818622,0.00287519[m/s],0.00293564[m/s],8.54354e+06[Pa],4.485334200546582,0.07845411427528645
3.84249e-05[m],0.000406705[m],48.1259[degC],3.30127e+06[S/m],47341.7[S/m],0.7078733812909688,0.6512450587298672,0.00223246[m/s],0.00456954[m/s],347689[Pa],3.621341302776817,0.06061357948016238
6.88878e-05[m],0.000531559[m],50.72[degC],4.90027e+07[S/m],207883[S/m],0.6346207911125389,0.7815055883229513,0.00371878[m/s],0.00354859[m/s],1.00995e+07[Pa],3.755394843605856,0.06332923732231927
3.50867e-05[m],0.000432895[m],79.8208[degC],3.92371e+07[S/m],1.14466e+06[S/m],0.6184508621415031,0.7548673495094392,0.00352106[m/s],0.00282629[m/s],8.79891e+06[Pa],5.443087707855981,0.09907420476503827
4.79639e-05[m],0.000534842[m],48.2839[degC],4.24338e+07[S/m],191859[S/m],0.6313170431432913,0.6670536987888697,0.00475781[m/s],0.00309266[m/s],9.542e+06[Pa],3.629429755235993,0.06077685722127593
7.06357e-05[m],0.000424791[m],31.4374[degC],2.24532e+07[S/m],1.40828e+06[S/m],0.7972664385499553,0.6951197383363952,0.0029787[m/s],0.0029763[m/s],6.21732e+06[Pa],2.824117455894339,0.04491213934057523
4.73927e-05[m],0.000452286[m],52.0856[degC],2.45601e+07[S/m],1.6614e+06[S/m],0.6488933705181796,0.6316568808424852,0.00209[m/s],0.00499082[m/s],7.5952e+06[Pa],3.82705355764009,0.0647891486688975
4.58558e-05[m],0.000353511[m],54.4753[degC],1.87431e+06[S/m],1.05303e+06[S/m],0.6431119239459484,0.7244435302833497,0.00156173[m/s],0.00357898[m/s],9.83488e+06[Pa],3.954264326663765,0.06739465878648775
