W_mem,W_GDE,T,sigmas_MGL370,sigmas_SS316L,eps_H2,eps_O2,v_in_H2,v_in_O2,p_gas,i0_ref_O2,i0_ref_H2
4.58093e-05[m],0.000534337[m],67.6919[degC],3.50184e+07[S/m],1.52346e+06[S/m],0.6565177338101315,0.6810082396120108,0.00329482[m/s],0.00495112[m/s],5.50885e+06[Pa],0.0464967[A/m^2],0.0360801[A/m^2]
8.5833e-05[m],0.000557924[m],47.5558[degC],2.8125e+07[S/m],271679[S/m],0.6313836025069515,0.7361701349515675,0.00521519[m/s],0.00229595[m/s],7.39076e+06[Pa],0.0355438[A/m^2],0.0260985[A/m^2]
3.76794e-05[m],0.000426447[m],71.6342[degC],4.99598e+07[S/m],354816[S/m],0.7938104996123327,0.7012830300252557,0.00405769[m/s],0.0026624[m/s],5.74667e+06[Pa],0.0488277[A/m^2],0.038272[A/m^2]
3.02963e-05[m],0.000288542[m],36.6283[degC],2.26499e+07[S/m],737680[S/m],0.6469215308114455,0.6080959152335912,0.00530359[m/s],0.00342132[m/s],8.17605e+06[Pa],0.0302765[A/m^2],0.0215096[A/m^2]
7.09705e-05[m],0.000579395[m],50.6496[degC],2.7527e+07[S/m],122098[S/m],0.6320387987549927,0.6623606408720448,0.00288115[m/s],0.00543[m/s],5.48976e+06[Pa],0.037122[A/m^2],0.027502[A/m^2]
3.32854e-05[m],0.0005098[m],39.9516[degC],3.27001e+07[S/m],1.27048e+06[S/m],0.6832708385031181,0.7544568292123759,0.00472402[m/s],0.00307708[m/s],9.46274e+06[Pa],0.0318277[A/m^2],0.0228452[A/m^2]
7.61815e-05[m],0.000512941[m],61.4582[degC],2.92245e+07[S/m],1.70859e+06[S/m],0.7341154183645561,0.7232845907685264,0.00473328[m/s],0.00368216[m/s],6.85843e+06[Pa],0.0429346[A/m^2],0.0327743[A/m^2]
7.23214e-05[m],0.00026181[m],51.5841[degC],3.27527e+07[S/m],928619[S/m],0.7537399644516025,0.6363342777789762,0.0014516[m/s],0.00488424[m/s],1.825e+06[Pa],0.0376061[A/m^2],0.0279351[A/m^2]
5.18697e-05[m],0.000472776[m],65.1433[degC],2.84916e+07[S/m],314511[S/m],0.7041565041027426,0.7363007186609681,0.00543556[m/s],0.00246367[m/s],5.49371e+06[Pa],0.0450219[A/m^2],0.0347049[A/m^2]
3.65115e-05[m],0.000513833[m],38.929[degC],3.57378e+07[S/m],366062[S/m],0.6534223468816291,0.645218199697934,0.00364633[m/s],0.00355518[m/s],7.72585e+06[Pa],0.0313457[A/m^2],0.0224287[A/m^2]
3.0217e-05[m],0.000354759[m],30.5863[degC],2.25591e+07[S/m],1.47501e+06[S/m],0.6724599814552527,0.7859201291104673,0.00349582[m/s],0.00303759[m/s],735529[Pa],0.0275702[A/m^2],0.0192134[A/m^2]
5.43329e-05[m],0.000544532[m],37.5597[degC],4.45726e+07[S/m],97867.4[S/m],0.6205078354653387,0.607468499427783,0.00403027[m/s],0.00506124[m/s],7.73678e+06[Pa],0.0307068[A/m^2],0.0218787[A/m^2]
4.22198e-05[m],0.000378222[m],49.6812[degC],2.58772e+07[S/m],1.21278e+06[S/m],0.7155967810656937,0.7490921072184326,0.00388737[m/s],0.00226127[m/s],2.842e+06[Pa],0.0366238[A/m^2],0.0270577[A/m^2]
8.45634e-05[m],0.000278163[m],43.6949[degC],4.06065e+07[S/m],866081[S/m],0.6386864564603348,0.6064492777245148,0.00514477[m/s],0.00360498[m/s],7.14022e+06[Pa],0.033628[A/m^2],0.0244121[A/m^2]
8.95227e-05[m],0.000421334[m],34.3777[degC],1.58712e+07[S/m],843476[S/m],0.7096046998614558,0.7312707309369035,0.00324781[m/s],0.00411601[m/s],1.91864e+06[Pa],0.0292513[A/m^2],0.0206345[A/m^2]
3.25239e-05[m],0.000338107[m],79.777[degC],6.2918e+06[S/m],1.45305e+06[S/m],0.7101854327931626,0.7738781080381281,0.00385105[m/s],0.00349295[m/s],4.61793e+06[Pa],0.0538325[A/m^2],0.0430502[A/m^2]
5.1767e-05[m],0.000406908[m],59.6821[degC],3.56684e+07[S/m],1.43506e+06[S/m],0.684963508273807,0.7046583019620538,0.00493556[m/s],0.00325873[m/s],6.27425e+06[Pa],0.0419477[A/m^2],0.0318682[A/m^2]
8.73812e-05[m],0.000326963[m],34.7585[degC],2.85368e+07[S/m],1.00771e+06[S/m],0.7666832143562041,0.637709368536848,0.00406565[m/s],0.00439271[m/s],4.75744e+06[Pa],0.0294233[A/m^2],0.020781[A/m^2]
8.3802e-05[m],0.00029238[m],46.3218[degC],4.85996e+06[S/m],889640[S/m],0.7863209935753129,0.6746303078618807,0.00334403[m/s],0.00475496[m/s],1.13449e+06[Pa],0.034925[A/m^2],0.0255517[A/m^2]
6.58836e-05[m],0.000515539[m],31.9111[degC],5.20483e+07[S/m],693795[S/m],0.6572132452095314,0.6915461841211397,0.0054252[m/s],0.0043227[m/s],3.727e+06[Pa],0.028151[A/m^2],0.0197024[A/m^2]
7.29087e-05[m],0.000424097[m],61.8063[degC],3.7144e+07[S/m],1.47377e+06[S/m],0.6821294666000309,0.7562729623497695,0.00520897[m/s],0.00555753[m/s],3.5584e+06[Pa],0.0431295[A/m^2],0.0329538[A/m^2]
7.86276e-05[m],0.000205178[m],70.6802[degC],5.34962e+07[S/m],1.48928e+06[S/m],0.746613707647902,0.7745831538010399,0.00418642[m/s],0.00489189[m/s],6.79364e+06[Pa],0.0482581[A/m^2],0.0377343[A/m^2]
4.80714e-05[m],0.000448876[m],58.5021[degC],5.18822e+07[S/m],1.70229e+06[S/m],0.616345070171561,0.7352795829541716,0.00307926[m/s],0.00360779[m/s],7.50913e+06[Pa],0.0412989[A/m^2],0.0312748[A/m^2]
6.70967e-05[m],0.000287625[m],46.3488[degC],1.93882e+07[S/m],203192[S/m],0.6678836798119568,0.7807692544093666,0.00193186[m/s],0.00403933[m/s],985255[Pa],0.0349384[A/m^2],0.0255636[A/m^2]
7.34407e-05[m],0.000523194[m],69.3932[degC],4.75344e+07[S/m],393645[S/m],0.708182391583296,0.6553570432903078,0.00341773[m/s],0.00396988[m/s],7.16487e+06[Pa],0.0474953[A/m^2],0.0370164[A/m^2]
6.5666e-05[m],0.000213851[m],30.1808[degC],3.58536e+07[S/m],999325[S/m],0.7632264423081484,0.6951421130936422,0.00552625[m/s],0.00253179[m/s],2.58088e+06[Pa],0.0273938[A/m^2],0.0190653[A/m^2]
3.69838e-05[m],0.000573101[m],31.1252[degC],3.07447e+07[S/m],281696[S/m],0.7236581657497515,0.6417673530543399,0.00539219[m/s],0.00509394[m/s],119502[Pa],0.0278057[A/m^2],0.0194114[A/m^2]
5.99623e-05[m],0.000406691[m],70.7957[degC],4.26871e+06[S/m],1.37084e+06[S/m],0.6914531063380417,0.7786137970975598,0.0023399[m/s],0.00548543[m/s],8.84701e+06[Pa],0.0483269[A/m^2],0.0377992[A/m^2]
8.98959e-05[m],0.00056766[m],63.6216[degC],2.74352e+07[S/m],1.42988e+06[S/m],0.7481370745055423,0.7598462937960865,0.00265942[m/s],0.00326347[m/s],6.71789e+06[Pa],0.0441535[A/m^2],0.0338994[A/m^2]
6.01162e-05[m],0.000235238[m],70.869[degC],2.50867e+07[S/m],1.09546e+06[S/m],0.7381883604837632,0.6843456629112802,0.00368311[m/s],0.00318308[m/s],2.35439e+06[Pa],0.0483706[A/m^2],0.0378404[A/m^2]
8.73207e-05[m],0.000483115[m],54.1267[degC],3.91248e+07[S/m],1.34641e+06[S/m],0.7605967794802716,0.6254896849914612,0.00410462[m/s],0.0031548[m/s],7.30527e+06[Pa],0.0389412[A/m^2],0.0291351[A/m^2]
8.01084e-05[m],0.000214786[m],62.4285[degC],2.32725e+07[S/m],236574[S/m],0.6545616200395411,0.7035485682461406,0.00474559[m/s],0.0051783[m/s],2.97099e+06[Pa],0.043479[A/m^2],0.0332761[A/m^2]
4.04959e-05[m],0.000260995[m],73.4185[degC],2.23677e+07[S/m],330620[S/m],0.7427566032839317,0.7863633425421704,0.00398429[m/s],0.0028059[m/s],4.38857e+06[Pa],0.0499026[A/m^2],0.0392901[A/m^2]
3.33135e-05[m],0.000391572[m],76.6014[degC],2.45974e+06[S/m],1.51356e+06[S/m],0.687653504956118,0.72611249024528,0.00362086[m/s],0.00430103[m/s],5.30572e+06[Pa],0.0518505[A/m^2],0.0411465[A/m^2]
4.05413e-05[m],0.000548978[m],71.7442[degC],2.07351e+07[S/m],1.27331e+06[S/m],0.6369948643427994,0.7260334577299912,0.00367307[m/s],0.0045465[m/s],1.34117e+06[Pa],0.0488936[A/m^2],0.0383343[A/m^2]
5.73309e-05[m],0.000583127[m],68.5191[degC],3.99606e+07[S/m],966908[S/m],0.6523028514304148,0.6303606937171099,0.0020195[m/s],0.00305762[m/s],9.06248e+06[Pa],0.0469808[A/m^2],0.0365335[A/m^2]
5.01377e-05[m],0.000498489[m],44.0553[degC],2.4727e+07[S/m],1.52238e+06[S/m],0.7039261578822056,0.7373779003775658,0.00545412[m/s],0.00308309[m/s],5.18729e+06[Pa],0.0338043[A/m^2],0.0245665[A/m^2]
5.20298e-05[m],0.000521811[m],42.0291[degC],1.03383e+07[S/m],981940[S/m],0.7568893877908235,0.6504516752935746,0.001876[m/s],0.00256984[m/s],8.69478e+06[Pa],0.0328199[A/m^2],0.0237066[A/m^2]
3.99695e-05[m],0.00023932[m],71.929[degC],1.8439e+07[S/m],1.02886e+06[S/m],0.799275091052064,0.7456557361665566,0.00391717[m/s],0.00463851[m/s],8.48511e+06[Pa],0.0490045[A/m^2],0.0384391[A/m^2]
7.11813e-05[m],0.000518275[m],47.7302[degC],2.48751e+07[S/m],1.17005e+06[S/m],0.6714902089833752,0.6101957116429859,0.00340188[m/s],0.003135[m/s],6.46435e+06[Pa],0.0356317[A/m^2],0.0261764[A/m^2]
5.84344e-05[m],0.000460268[m],34.8251[degC],1.72939e+07[S/m],1.64258e+06[S/m],0.780775125650373,0.7434591630833085,0.00390731[m/s],0.00348836[m/s],2.16586e+06[Pa],0.0294535[A/m^2],0.0208067[A/m^2]
5.32346e-05[m],0.000580489[m],62.4084[degC],7.32659e+06[S/m],1.08839e+06[S/m],0.7972456873024139,0.7789608867870035,0.00310537[m/s],0.00255966[m/s],6.76467e+06[Pa],0.0434677[A/m^2],0.0332656[A/m^2]
5.91565e-05[m],0.000262727[m],74.5503[degC],4.1753e+07[S/m],978827[S/m],0.7627569424274334,0.6414259023983435,0.0026948[m/s],0.00228102[m/s],2.71415e+06[Pa],0.0505908[A/m^2],0.0399442[A/m^2]
7.62316e-05[m],0.000400166[m],32.7038[degC],1.00889e+07[S/m],1.68449e+06[S/m],0.7849861272728845,0.6912090357560523,0.00434608[m/s],0.00286394[m/s],3.76977e+06[Pa],0.028502[A/m^2],0.0199989[A/m^2]
4.46501e-05[m],0.000476617[m],36.3739[degC],2.06932e+07[S/m],806687[S/m],0.6524050940986881,0.7918383194084945,0.003312[m/s],0.00391709[m/s],7.00291e+06[Pa],0.0301597[A/m^2],0.0214096[A/m^2]
3.78544e-05[m],0.00051156[m],75.2458[degC],2.6382e+07[S/m],913892[S/m],0.7412838392894002,0.6432081954649508,0.00158498[m/s],0.00413318[m/s],5.18122e+06[Pa],0.0510161[A/m^2],0.0403495[A/m^2]
8.82968e-05[m],0.000423432[m],54.3427[degC],3.19707e+06[S/m],64587.7[S/m],0.662037120007769,0.7484742705926278,0.00231721[m/s],0.00375752[m/s],1.00068e+07[Pa],0.0390558[A/m^2],0.0292385[A/m^2]
5.4539e-05[m],0.000547199[m],36.1601[degC],2.57986e+07[S/m],1.13784e+06[S/m],0.6366350244445123,0.6226428542113123,0.00497297[m/s],0.00365878[m/s],376199[Pa],0.0300616[A/m^2],0.0213257[A/m^2]
5.82274e-05[m],0.000284249[m],44.4219[degC],5.04588e+07[S/m],384056[S/m],0.6445676827738692,0.7322617840749113,0.00276815[m/s],0.00467047[m/s],6.6571e+06[Pa],0.0339842[A/m^2],0.0247242[A/m^2]
3.8056e-05[m],0.000537537[m],60.6053[degC],1.91818e+07[S/m],421175[S/m],0.6144039898790425,0.6571542163393553,0.00318176[m/s],0.00385511[m/s],214180[Pa],0.0424591[A/m^2],0.0323372[A/m^2]
6.95342e-05[m],0.000284703[m],46.7538[degC],1.39809e+07[S/m],1.66195e+06[S/m],0.6611688593089862,0.6464012519883103,0.00294389[m/s],0.00382007[m/s],6.52559e+06[Pa],0.0351409[A/m^2],0.0257423[A/m^2]
4.63192e-05[m],0.000347951[m],67.463[degC],1.7816e+07[S/m],1.50278e+06[S/m],0.7453609876548458,0.6737992524609702,0.00224667[m/s],0.00399909[m/s],481544[Pa],0.0463632[A/m^2],0.0359552[A/m^2]
8.90768e-05[m],0.000399063[m],30.9005[degC],3.93244e+07[S/m],296917[S/m],0.6006083398008363,0.6721555309821327,0.00244984[m/s],0.00255217[m/s],704356[Pa],0.0277073[A/m^2],0.0193286[A/m^2]
8.79291e-05[m],0.000598667[m],31.0987[degC],4.96357e+07[S/m],54129.4[S/m],0.6051147803381621,0.685705894049118,0.00525356[m/s],0.00356314[m/s],3.69651e+06[Pa],0.027794[A/m^2],0.0194016[A/m^2]
4.10468e-05[m],0.000264159[m],58.5335[degC],3.76284e+07[S/m],1.1417e+06[S/m],0.6817129188986115,0.6168657171698289,0.00285169[m/s],0.0025973[m/s],2.94001e+06[Pa],0.0413161[A/m^2],0.0312906[A/m^2]
5.33791e-05[m],0.000470522[m],79.7027[degC],4.52565e+07[S/m],1.54499e+06[S/m],0.7584075286088927,0.7286984491453243,0.0022522[m/s],0.00334635[m/s],2.06105e+06[Pa],0.0537857[A/m^2],0.0430051[A/m^2]
5.64926e-05[m],0.000243859[m],64.1884[degC],4.71593e+06[S/m],83847.4[S/m],0.742001580944436,0.7085899314047982,0.0049473[m/s],0.00460141[m/s],7.63822e+06[Pa],0.044476[A/m^2],0.0341981[A/m^2]
6.95569e-05[m],0.00035264[m],35.1281[degC],2.77039e+07[S/m],816249[S/m],0.7790948962778057,0.6208863946008599,0.00254427[m/s],0.00431533[m/s],1.00933e+07[Pa],0.0295909[A/m^2],0.0209237[A/m^2]
3.74063e-05[m],0.000536816[m],61.6189[degC],2.95497e+07[S/m],414535[S/m],0.7861022111884606,0.7605091432504072,0.00387096[m/s],0.00267409[m/s],8.85558e+06[Pa],0.0430245[A/m^2],0.0328571[A/m^2]
4.92389e-05[m],0.00057505[m],44.7338[degC],2.94114e+07[S/m],1.70037e+06[S/m],0.6230236532404142,0.6361618440159053,0.0049966[m/s],0.00238855[m/s],3.18741e+06[Pa],0.0341376[A/m^2],0.0248589[A/m^2]
5.61428e-05[m],0.000449191[m],61.9528[degC],4.32092e+07[S/m],1.21e+06[S/m],0.6528940675474549,0.605790513939334,0.00210246[m/s],0.00387741[m/s],8.53986e+06[Pa],0.0432116[A/m^2],0.0330295[A/m^2]
8.90011e-05[m],0.000377837[m],59.4099[degC],1.32824e+07[S/m],1.48102e+06[S/m],0.6612448784506175,0.6730500364776727,0.00164867[m/s],0.00417177[m/s],225047[Pa],0.0417975[A/m^2],0.0317307[A/m^2]
7.18999e-05[m],0.000552542[m],53.7668[degC],1.90386e+07[S/m],1.24229e+06[S/m],0.6003670506232791,0.6272760836420476,0.00379827[m/s],0.00514899[m/s],2.40104e+06[Pa],0.0387507[A/m^2],0.0289633[A/m^2]
6.79129e-05[m],0.000489991[m],30.4009[degC],694919[S/m],159153[S/m],0.7151962896557347,0.736726714980784,0.00163095[m/s],0.00498555[m/s],6.36672e+06[Pa],0.0274895[A/m^2],0.0191456[A/m^2]
7.10313e-05[m],0.000502137[m],32.9219[degC],3.7506e+07[S/m],153594[S/m],0.7262181683620405,0.6109688363490128,0.00537432[m/s],0.00315746[m/s],495141[Pa],0.028599[A/m^2],0.020081[A/m^2]
3.73671e-05[m],0.000502315[m],63.0994[degC],9.66878e+06[S/m],1.45025e+06[S/m],0.7482522640748577,0.7013440704103954,0.00384416[m/s],0.00346685[m/s],6.39192e+06[Pa],0.0438576[A/m^2],0.0336257[A/m^2]
