W_mem,W_GDE,T,sigmas_MGL370,sigmas_SS316L,eps_H2,eps_O2,v_in_H2,v_in_O2,p_gas,i0_ref_O2,i0_ref_H2
4.02768e-05[m],0.000407064[m],55.299[degC],5.23145e+07[S/m],1.56011e+06[S/m],0.6269799414027373,0.6680746711592275,0.00537296[m/s],0.00280796[m/s],9.11347e+06[Pa],3.99864[A/m^2],0.0683077[A/m^2]
3.1978e-05[m],0.000308484[m],46.2117[degC],1.09077e+07[S/m],655305[S/m],0.6533644765281479,0.6370937070825151,0.00189476[m/s],0.00496393[m/s],8.70461e+06[Pa],3.52417[A/m^2],0.0586578[A/m^2]
7.73122e-05[m],0.00051536[m],74.8516[degC],3.95175e+07[S/m],1.2229e+06[S/m],0.672540702278979,0.6969890194443877,0.00141176[m/s],0.00506294[m/s],6.99397e+06[Pa],5.13133[A/m^2],0.0922729[A/m^2]
6.87947e-05[m],0.000291317[m],35.4178[degC],1.73008e+07[S/m],869605[S/m],0.7766189223062039,0.6325064381742824,0.00155958[m/s],0.00230205[m/s],2.16309e+06[Pa],3.004[A/m^2],0.0483837[A/m^2]
5.88484e-05[m],0.000551625[m],38.3552[degC],1.31646e+06[S/m],1.54446e+06[S/m],0.7290047363208066,0.6760421887901575,0.00555463[m/s],0.00330214[m/s],2.39092e+06[Pa],3.14087[A/m^2],0.0510541[A/m^2]
3.91187e-05[m],0.00037176[m],39.9295[degC],6.73015e+06[S/m],59899.5[S/m],0.6889249926071869,0.6451535656862372,0.00426818[m/s],0.004625[m/s],5.42281e+06[Pa],3.21567[A/m^2],0.0525236[A/m^2]
7.60495e-05[m],0.000559633[m],59.2716[degC],9.67545e+06[S/m],476151[S/m],0.7651782849971288,0.6267581693619804,0.00450468[m/s],0.0043219[m/s],2.06482e+06[Pa],4.21649[A/m^2],0.0728197[A/m^2]
7.52674e-05[m],0.000575889[m],73.3533[degC],3.21453e+07[S/m],1.38526e+06[S/m],0.7525434350325539,0.7102614441313863,0.00337608[m/s],0.00453139[m/s],1.5422e+06[Pa],5.0392[A/m^2],0.0902792[A/m^2]
7.09885e-05[m],0.000230856[m],36.194[degC],4.2379e+07[S/m],722495[S/m],0.6693766756765486,0.6591046250139039,0.00451407[m/s],0.0031431[m/s],4.48033e+06[Pa],3.03983[A/m^2],0.0490803[A/m^2]
4.88543e-05[m],0.000413973[m],60.1203[degC],4.93841e+07[S/m],600352[S/m],0.6515453679638508,0.7851402801653096,0.0035034[m/s],0.00509908[m/s],9.15498e+06[Pa],4.26385[A/m^2],0.073807[A/m^2]
8.82272e-05[m],0.000443468[m],37.6541[degC],5.23022e+06[S/m],1.18567e+06[S/m],0.7827733649956057,0.6020144531197398,0.00343084[m/s],0.00474122[m/s],7.15461e+06[Pa],3.10788[A/m^2],0.0504083[A/m^2]
8.05234e-05[m],0.000489325[m],34.8584[degC],1.16309e+07[S/m],140394[S/m],0.7848916848076576,0.7355923468996698,0.00365161[m/s],0.00399798[m/s],3.88684e+06[Pa],2.97833[A/m^2],0.0478856[A/m^2]
5.10179e-05[m],0.000427185[m],78.6265[degC],3.99612e+07[S/m],687618[S/m],0.6660288823497429,0.7787768784307922,0.00276197[m/s],0.00556543[m/s],5.78467e+06[Pa],5.36729[A/m^2],0.097413[A/m^2]
6.59591e-05[m],0.000275625[m],51.9698[degC],2.60322e+07[S/m],226422[S/m],0.7138749410542211,0.6195541912495874,0.00232661[m/s],0.00269738[m/s],2.82056e+06[Pa],3.82095[A/m^2],0.0646646[A/m^2]
4.37198e-05[m],0.000525364[m],77.5519[degC],4.32672e+07[S/m],162336[S/m],0.6831849274475519,0.7121504881423844,0.0019658[m/s],0.00350903[m/s],3.03985e+06[Pa],5.29956[A/m^2],0.0959327[A/m^2]
8.28656e-05[m],0.000259505[m],67.5248[degC],5.26385e+07[S/m],1.42157e+06[S/m],0.7349723619144538,0.7696883111061077,0.00271607[m/s],0.00407716[m/s],4.18251e+06[Pa],4.68919[A/m^2],0.0827733[A/m^2]
6.71054e-05[m],0.000476601[m],42.0487[degC],1.56009e+07[S/m],424991[S/m],0.6929628342111244,0.6208656645085975,0.00490531[m/s],0.00523002[m/s],457017[Pa],3.31795[A/m^2],0.0545445[A/m^2]
7.32671e-05[m],0.000347542[m],54.1105[degC],1.35247e+07[S/m],1.30025e+06[S/m],0.7084708581581273,0.6064120741536332,0.00378064[m/s],0.00514914[m/s],6.17687e+06[Pa],3.93469[A/m^2],0.0669927[A/m^2]
3.51525e-05[m],0.00045128[m],75.5493[degC],2.15867e+06[S/m],1.10961e+06[S/m],0.7482652627343708,0.7169148250921789,0.00527301[m/s],0.00452527[m/s],8.04956e+06[Pa],5.17452[A/m^2],0.0932103[A/m^2]
3.05868e-05[m],0.000470869[m],44.4934[degC],3.09039e+07[S/m],1.04113e+06[S/m],0.6451210423381807,0.6430586528602438,0.00547756[m/s],0.00535685[m/s],646660[Pa],3.4382[A/m^2],0.0569369[A/m^2]
7.25306e-05[m],0.000503714[m],33.6982[degC],2.08058e+07[S/m],1.45499e+06[S/m],0.6864731157470072,0.7233239586147141,0.00478496[m/s],0.00489299[m/s],6.62393e+06[Pa],2.9255[A/m^2],0.0468632[A/m^2]
6.31107e-05[m],0.000237071[m],65.577[degC],2.50717e+07[S/m],1.62002e+06[S/m],0.6139648079677078,0.7398045891421475,0.00293798[m/s],0.00295269[m/s],5.18641e+06[Pa],4.57519[A/m^2],0.0803532[A/m^2]
7.95993e-05[m],0.000388609[m],50.1391[degC],3.65152e+07[S/m],1.70727e+06[S/m],0.6372672657447658,0.6757212747861704,0.0025538[m/s],0.00386256[m/s],4.72565e+06[Pa],3.72514[A/m^2],0.0627145[A/m^2]
6.80588e-05[m],0.000504487[m],70.643[degC],1.79354e+07[S/m],424229[S/m],0.6163815797845864,0.6667228010816789,0.00205932[m/s],0.0048478[m/s],9.73514e+06[Pa],4.87478[A/m^2],0.0867395[A/m^2]
5.32232e-05[m],0.000335141[m],49.7611[degC],4.1322e+07[S/m],1.49738e+06[S/m],0.7939338444134687,0.6481658262766983,0.00512711[m/s],0.00335982[m/s],5.01541e+06[Pa],3.70553[A/m^2],0.0623166[A/m^2]
3.32512e-05[m],0.000365957[m],43.814[degC],2.37274e+07[S/m],972602[S/m],0.717920141186522,0.7954184664981939,0.00172182[m/s],0.00370016[m/s],7.67166e+06[Pa],3.40454[A/m^2],0.0562655[A/m^2]
4.08591e-05[m],0.000203323[m],64.2388[degC],8.20577e+06[S/m],340669[S/m],0.6405597244857858,0.6928267991506962,0.00371619[m/s],0.00416854[m/s],1.12455e+06[Pa],4.49774[A/m^2],0.0787159[A/m^2]
4.29848e-05[m],0.000287577[m],57.23[degC],3.28188e+07[S/m],1.25698e+06[S/m],0.6985565755149052,0.7063938145806111,0.00501118[m/s],0.00549896[m/s],6.35549e+06[Pa],4.10375[A/m^2],0.0704784[A/m^2]
8.88192e-05[m],0.000240038[m],53.5998[degC],2.01968e+07[S/m],856779[S/m],0.6581374029274214,0.7478254424324339,0.0046845[m/s],0.00260921[m/s],9.98979e+06[Pa],3.90739[A/m^2],0.0664326[A/m^2]
3.46625e-05[m],0.000380862[m],69.7156[degC],2.39786e+07[S/m],1.32823e+06[S/m],0.7631643251072217,0.7653451503692397,0.00264995[m/s],0.00285993[m/s],2.64154e+06[Pa],4.81919[A/m^2],0.0855481[A/m^2]
6.39395e-05[m],0.000251302[m],79.4281[degC],3.01174e+07[S/m],265432[S/m],0.7998289355395416,0.76297472003667,0.00420613[m/s],0.00374178[m/s],3.30433e+06[Pa],5.41811[A/m^2],0.0985262[A/m^2]
4.61169e-05[m],0.000215386[m],32.1186[degC],4.73443e+07[S/m],1.65365e+06[S/m],0.702509590491704,0.6130616369532458,0.0022041[m/s],0.0044495[m/s],9.55832e+06[Pa],2.85445[A/m^2],0.0454944[A/m^2]
8.21922e-05[m],0.000482317[m],30.7494[degC],1.2798e+07[S/m],569953[S/m],0.6341231261757353,0.6879063341994585,0.00413473[m/s],0.00277955[m/s],3.39428e+06[Pa],2.79368[A/m^2],0.0443291[A/m^2]
4.48653e-05[m],0.000562312[m],41.2039[degC],3.03971e+06[S/m],1.03031e+06[S/m],0.7431906102754601,0.6313875597873501,0.00230435[m/s],0.00382893[m/s],4.00306e+06[Pa],3.27696[A/m^2],0.0537331[A/m^2]
5.63163e-05[m],0.000529691[m],31.6946[degC],4.43936e+07[S/m],953762[S/m],0.758705351332715,0.6918082658292789,0.00524449[m/s],0.0025528[m/s],1.41351e+06[Pa],2.83555[A/m^2],0.0451314[A/m^2]
3.69591e-05[m],0.000318587[m],68.1663[degC],3.79118e+07[S/m],913100[S/m],0.7704703316839072,0.7426820201438126,0.00306022[m/s],0.00319888[m/s],1.88252e+06[Pa],4.72706[A/m^2],0.08358[A/m^2]
